Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Cloners),Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Duplicate),Outward issue link (Duplicate),Outward issue link (Incorporate),Outward issue link (Incorporate),Outward issue link (Incorporate),Outward issue link (Incorporate),Outward issue link (Incorporate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (1.1.x Status),Custom field (1.5 Status),Custom field (10 status),Custom field (11 status),Custom field (12 status),Custom field (19 status),Custom field (2.1.x Status),Custom field (2.2 Status),Custom field (2.3 Status),Custom field (2.7 Status),Custom field (2.8 Status),Custom field (2.9 Status),Custom field (20 status),Custom field (21 Status),Custom field (CLE Team Issue),Custom field (Conversion Script Required),Custom field (Epic Link),Custom field (External issue ID),Custom field (External issue ID),Custom field (Global Rank),Custom field (Points),Custom field (Previous GIT issue),Custom field (Previous Issue Keys),Custom field (Property addition/change required),Custom field (Raised During),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Release Notes),Custom field (Test Plan),Custom field (Test Sessions),Custom field (Test Sessions),Custom field (Testing Status),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitBranch),Custom field (gitCommitsReferenced),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
"Roster Improvements - roles separated by table, styling, minor bug fixes",SAK-32437,70777,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,a.fish@lancaster.ac.uk,lcanessa,lcanessa,11-Apr-2017 15:54,17-Apr-2017 13:31,18-Feb-2021 03:39,,12.0,,,,,,,,,,,,,,,,,,Roster,,,,,,,1,properties,,,,,,,," !before-screenshot-1.png|thumbnail! 
Before screenshot

This ticket is for the following roster improvements:
# Move the Export to a Button
#* All the other tabs are for different views. A tab, which when clicked, would cause a download does not fit in with the rest of the tool.
# The roster members are now split up into role tables.
#* This change was done as it is a waste of screen real estate to repeat the same information over and over. That is list out ""access"" for each user who is an access role.
#* The filtering via role and group still works, as well as search 
# The member details are now in line with the role header
# Roles are organized in the page by number of permissions, that is the role with the most permissions (via the permissions tab) is listed first, etc
# Since not all of the roster data may be retrieved in the first page load, the number of members shown is listed
#  If a role table is larger than the screen the header stays fixed to the top as you scroll down
# The number of members shown is also fixed
# Stripping was fixed in the roster tool
# The row you are hovering over is now indicated
# Add the ability to show a 12 hour clock in the roster via the sakai.property {{roster.12HrClock}}. The roster time and date is now controlled by the bundle: {{lastVisitTimeDate}}
# Cleanup, removed unused handlebars files and some unused CSS classes

 !after-screenshot-1.png|thumbnail! 
Numbers 1-5

 !after-screenshot-2.png|thumbnail! 
Numbers 6-7

 !after-screenshot-3.png|thumbnail! 
Numbers 8-9

These improvements are a forward port of our local Roster improvements we have been running locally for the last two months.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11-Apr-2017 15:55;lcanessa;after-screenshot-1.png;https://jira.sakaiproject.org/secure/attachment/47174/after-screenshot-1.png","11-Apr-2017 15:56;lcanessa;after-screenshot-2.png;https://jira.sakaiproject.org/secure/attachment/47175/after-screenshot-2.png","11-Apr-2017 15:56;lcanessa;after-screenshot-3.png;https://jira.sakaiproject.org/secure/attachment/47176/after-screenshot-3.png","11-Apr-2017 15:56;lcanessa;before-screenshot-1.png;https://jira.sakaiproject.org/secure/attachment/47177/before-screenshot-1.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109fk0:",9223372036854775807,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peer Review: Export list of reviewers,SAK-32306,70587,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,maintenanceteam,samleepan,samleepan,08-Mar-2017 10:12,07-Apr-2017 15:06,18-Feb-2021 03:39,,11.2,12.0,,,,,,,,,,,,,,,,,Assignments,,,,,,,0,PeerReview,TL,,,,,,,"In some cases, lecturers may want a list of those that completed the peer review step. They could use this to evaluate engagement with the peer review process and may even reward or penalize those that did or did not complete the peer review.

Currently, peer review shows a 'Review by' column (see screenshot) with the reviewers name. This can include multiple reviewers per a submission.

A feature suggestion is for an exported version of this list, including usernames (student numbers) - so this can be cross referenced. It may be possible to include this in the Assignments grade file?

Any feedback or suggestions are welcome.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"08-Mar-2017 10:01;samleepan;Peer Review Assignment Screenshot.JPG;https://jira.sakaiproject.org/secure/attachment/46961/Peer+Review+Assignment+Screenshot.JPG",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109ee8:",9223372036854775807,,,,,Not started,,,,,,,"13-Mar-2017 13:48;lgekeler;This needs additional specification as to how to implement. It will also most likely need funding. Those who back this feature might consider adding it to https://farm.apereo.org","13-Mar-2017 13:48;dede.hourican;We need to spec out this new feature.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Support OAuth 2 for accessing /direct, /access",SAK-29869,65984,New Feature,Awaiting Review,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,maintenanceteam,buckett,buckett,08-Sep-2015 05:03,20-Mar-2017 15:01,18-Feb-2021 03:39,,10.5,,,,,,,,,,,,,,,,,,Access,Entity Broker,,,,,,0,oauth,,,,,,,,"Currently you can use OAuth 1 to access /access, /direct. Most of the larger internet services support OAuth 2 instead and there generally more client library support for OAuth 2. It would be good to support OAuth 2 for these endpoints.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|108pcw:",9223372036854775807,,,,,Not started,,,,,,,"08-Sep-2015 05:09;buckett;What we're talking about here is supporting Sakai as an OAuth 2 provider.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Log when a ""Provided Group"" is added to a site",SAK-32314,70597,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,nickwilson,adamm,adamm,10-Mar-2017 05:01,13-Mar-2017 14:00,18-Feb-2021 03:39,,11.3,,,,,,,,,,,,,,,,,,Site Info,,,,,,,0,,,,,,,,,"Add a new table to the  User Audit Log page which details additions and deletions of provided groups. This could either be added to the lower half of the table with a link to it at the top or as a separate ""tab"". 

The table should show 

||Group Name || Role || Date || Event || Source (who did it)

Optionally, add a Group ID  column after Group Name if it is felt it will be useful.

It should work with Provided Rosters",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109egg:",9223372036854775807,,"For Sakai: create a course site, add a Roster group (via Site Info), delete it, then add another 2. Check that the logs reflect the actions that have been taken.",,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standardise provider interfaces in Sakai,SAK-32301,70581,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,,buckett,buckett,08-Mar-2017 05:49,13-Mar-2017 13:32,18-Feb-2021 03:39,,12.0,,,,,,,,,,,,,,,,,,Global,,,,,,,0,,,,,,,,,"In Sakai there are several interfaces that can be implemented and set at runtime to customise the behaviour of Sakai. Example of these are:

org.sakaiproject.user.api.CandidateDetailProvider
org.sakaiproject.user.api.UserDirectoryProvider
org.sakaiproject.authz.api.GroupProvider
org.sakaiproject.contentreview.service.ContentReviewService
org.sakaiproject.coursemanagement.api.CourseManagementService

However these have different behaviour and ways of being configured. We should look if there is a common best practice that we should adopt across the board.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109ecw:",9223372036854775807,,,,,Not started,,,,,,,"08-Mar-2017 05:51;buckett;Things to consider:
- Default value (null or a NoOp implementation).
- Configuration (support runtime change?).
","08-Mar-2017 05:55;buckett;It could be considered that some of these providers/services are different. Some are just used by one service in Sakai and shouldn't directly be used by anything else (eg org.sakaiproject.user.api.UserDirectoryProvider) whereas others (org.sakaiproject.contentreview.service.ContentReviewService) are a more general service used across various part of Sakai.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Delegated access  / list if course is published/unpublished,SAK-32255,70528,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,,drramsey,drramsey,01-Mar-2017 12:06,06-Mar-2017 13:47,18-Feb-2021 03:39,,11.2,12.0,,,,,,,,,,,,,,,,,DelegatedAccess,,,,,,,0,,,,,,,,,Request to have course show in DA if it is published/unpublished before the user enters the site.,11x/12x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109e14:",9223372036854775807,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Change the word meeting to event in all locales,SAK-28373,61490,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,rebeccam,adamm,adamm,05-Feb-2014 07:27,28-Feb-2017 04:49,18-Feb-2021 03:39,,11.0,,,,,,,,,,,,,,,,,,Signup,,,,,,,0,,,,,,,,,"The sign up tool is used for more things than just arranging meetings. The most obvious example is a seminar or lecture. If we switch the word 'meeting' for the more generic 'event' the this will be more correct.

The UI is peppered with the word 'meeting' as are emails that are sent out by the system.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44775,,,SIGNUP-249,,,"0|107w20:",46020,,"Look at all sign up pages to check that there is no mention of meeting any more. 

sign up for an event, check the email

Send reminder emails & check these - you can do this by setting an event for  12 hours in the future and then running the Job Scheduler ""sign up emails"" job",,,Not started,,,,,,,"28-Feb-2017 04:44;adamm;Sign-up notification emails look like:
-----------------------------------
Dear Jill ,
You have signed up for the following meeting in the ""robstest"" site on
WebLearn:
Meeting Title: Interview 2
Time slot: 09:00 - 10:00 on 19-Apr-2013
-----------------------------------
There is no need to include the word meeting as it is too specific and the thing that one has signed up for may not be a meeting; use event or miss out the word instead.
------------------------------------------
Dear Jill,
You have signed up for the following event in the ""robstest"" site on
WebLearn:
Title: Interview 2
Time slot: 09:00 - 10:00 on 19-Apr-2013
-----------------------------",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Make terms collapsed by default in sites drawer,SAK-32226,70486,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,a.fish@lancaster.ac.uk,a.fish@lancaster.ac.uk,a.fish@lancaster.ac.uk,22-Feb-2017 13:52,22-Feb-2017 17:13,18-Feb-2021 03:39,,12.0,,,,,,,,,,,,,,,,,,Portal,,,,,,,0,,,,,,,,,"Make terms collapsed by default in sites drawer. Currently, if you are a member of lots of sites you get a huge long list and it is unwieldy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109drs:",9223372036854775807,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Redefine permissions in Sign-Up tool,SAK-31660,69253,New Feature,Awaiting Review,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,,setajackson,setajackson,10-Aug-2016 06:43,22-Feb-2017 10:30,18-Feb-2021 03:39,,11.2,,,,,,,,,,,,,,,,,,Signup,,,,,,,0,FARM,,,,,,,,"A user has indicated that the 'signup.view.all' permission in the Sign-Up tool is misleading and does not allow Tutors to view both events and event participants. See attached screenshot in which 'signup.view' and signup.view.all' (only) permissions for the Tutor role are selected - the Tutor can view no information for the event participants. A workaround for this is to select 'signup.update.group.all' as no groups are defined on the site, which also gives Tutors the permissions to add and delete participants for any group in any event. The suggestion is to change 'signup.view.all' to (1) 'signup.view.events.all' and (2) 'signup.view.participants.all'. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10-Aug-2016 06:42;setajackson;signup.view.all;https://jira.sakaiproject.org/secure/attachment/46037/signup.view.all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|1096kg:",9223372036854775807,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
allow one to copy a list of site member's usernames in Site Info,SAK-31999,70110,New Feature,Awaiting Review,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,nickwilson,nickwilson,nickwilson,05-Dec-2016 05:06,07-Feb-2017 04:36,18-Feb-2021 03:39,,11.2,,,,,,,,,,,,,,,,,,Site Info,,,,,,,0,,,,,,,,,place a button on site info page (which can only be seen by maintainers) that when depressed pops up a window with a list of usernames (incl inactive ones) one per line. This can then be a-cut and a-pasted into another Site Info > Add participants page. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07-Feb-2017 04:35;nickwilson;WebLearn_Administration_Workspace_WebLearn_Coordinators_-_2017-02-07_10.33.31.png;https://jira.sakaiproject.org/secure/attachment/46756/WebLearn_Administration_Workspace_WebLearn_Coordinators_-_2017-02-07_10.33.31.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109bg8:",9223372036854775807,,"On Site Info, next to ""update"" at the bottom of the page there should be an Export button. When clicked, it should throw a pop-up page containing a copyable list of usernames. The page should not be situtated in the Sakai portal, ie, shouldnt have the Sites, Favourites & LHS list of tools / page",,,Not started,,,,,,,"05-Dec-2016 10:58;ncaidin;This looks like a feature request?
","05-Dec-2016 11:49;nickwilson;Thanks yup","31-Jan-2017 09:53;sfoster9;Can you post some screenshots of this change, please?","07-Feb-2017 04:35;nickwilson;My view on this is that it should be done more like the way WebLearn shows its list of coordinators (screenshot attached), i.e., a link which when clicked produces a txt file of names.  There's no reason to have the portal around this and no reason to have a textbox with a column in it.  Overkill. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allow all events in a calendar to be deleted,SAK-32118,70316,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,,adamm,adamm,24-Jan-2017 05:33,30-Jan-2017 11:26,18-Feb-2021 03:39,,11.0,,,,,,,,,,,,,,,,,,Calendar,,,,,,,0,,,,,,,,,"Add new Tab at the top of the calendar: ""Remove Events"". 

When you click on it, throw a page with 2 buttons on it ""Remove All Events"" and ""Cancel"". 

If one clicks on ""Remove All Events"" then throw ""An are you sure?"" page (see screenshot for EXACT formatting / wording capitalisation etc). If you agree then all events in the current calendar should be deleted. 

A second part to this (which may be better suited to a second jira) is to list all events with a checkbox next to them. the selected events can then be deleted. There should be the ability to select all check boxes so place a corresponding checkbox in the table header row, (row 1).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24-Jan-2017 05:33;adamm;image-2017-01-24-11-33-11-436.png;https://jira.sakaiproject.org/secure/attachment/46679/image-2017-01-24-11-33-11-436.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109cq0:",9223372036854775807,,"1/ Add several events to a calendar. Subscribe to another calendar on a different site that also has several events.

2/ Use the new ""Remove Events"" button to initiate deletion, but click Cancel on the resulting page. Check events havent been deleted.

3/ Use the new button to initiate deletion, click Remove on the resulting page, check a confirmation page is thrown but then opt to Cancel on the confirmation page. Check events havent been deleted

4/ Use the new button to delete all events. Check they have been deleted. and check that the events from the subscribed site havent been deleted and still appear.


",,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accept until date / option to display to students,SAK-32057,70204,New Feature,OPEN,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,maintenanceteam,drramsey,drramsey,03-Jan-2017 09:17,09-Jan-2017 14:00,18-Feb-2021 03:39,,11.2,12.0,,,,,,,,,,,,,,,,,Assignments,,,,,,,0,,,,,,,,,"Some instructors would like the ability to display the accept until date for students as well as the due date.  If incorporated, could possibly make a property or option that the instructor could set while creating assignment.
",Trunk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9223372036854775807,,,,,,"0|109c14:",9223372036854775807,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Port the message clustering to use an abstraction rather than its own jgroups setup ,SAK-22359,55697,New Feature,Awaiting Review,SAK,Sakai,software,maintenanceteam,"The core Sakai Project. Please follow the <a href=""https://confluence.sakaiproject.org/display/MGT/Sakai+Jira+Guidelines"">Jira Guidelines</a>",http://sakaiproject.org,Major,,a.fish@lancaster.ac.uk,a.fish@lancaster.ac.uk,a.fish@lancaster.ac.uk,06-Jul-2012 04:02,20-Dec-2016 12:48,18-Feb-2021 03:39,,2.9.0,,,,,,,,,,,,,,,,,,Portal Chat,,,,,,,0,,,,,,,,,Port the message clustering to use an abstraction rather than its own jgroups setup. Currently portal chat uses jgroups to replicate chat messages between cluster nodes. While this appears to work ok it doesn't leave the door open for sharing Sakai's existing or planned message passing infrastructure. MessageService seems the obvious candidate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,,Merge,,,,,,,,9198,,,,,,"0|101qug:",10184,,,,,Not started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
